# slide	img_id	label	path
MUO92HW2	1	0	Data/CroppedRegions/512/BrightfieldSegmented/MUO92HW2/MUO92HW2-1.png
MUO92HW2	2	0	Data/CroppedRegions/512/BrightfieldSegmented/MUO92HW2/MUO92HW2-2.png
MUO92HW2	3	0	Data/CroppedRegions/512/BrightfieldSegmented/MUO92HW2/MUO92HW2-3.png
MUO92HW2	4	0	Data/CroppedRegions/512/BrightfieldSegmented/MUO92HW2/MUO92HW2-4.png
MUO92HW2	5	0	Data/CroppedRegions/512/BrightfieldSegmented/MUO92HW2/MUO92HW2-5.png
MUO92HW2	6	0	Data/CroppedRegions/512/BrightfieldSegmented/MUO92HW2/MUO92HW2-6.png
MUO92HW2	7	0	Data/CroppedRegions/512/BrightfieldSegmented/MUO92HW2/MUO92HW2-7.png
MUO92HW2	8	0	Data/CroppedRegions/512/BrightfieldSegmented/MUO92HW2/MUO92HW2-8.png
MUO92HW2	9	0	Data/CroppedRegions/512/BrightfieldSegmented/MUO92HW2/MUO92HW2-9.png
MUO92HW2	10	0	Data/CroppedRegions/512/BrightfieldSegmented/MUO92HW2/MUO92HW2-10.png
JDN1YC9S	1	0	Data/CroppedRegions/512/BrightfieldSegmented/JDN1YC9S/JDN1YC9S-1.png
JDN1YC9S	2	0	Data/CroppedRegions/512/BrightfieldSegmented/JDN1YC9S/JDN1YC9S-2.png
JDN1YC9S	3	0	Data/CroppedRegions/512/BrightfieldSegmented/JDN1YC9S/JDN1YC9S-3.png
JDN1YC9S	4	0	Data/CroppedRegions/512/BrightfieldSegmented/JDN1YC9S/JDN1YC9S-4.png
JDN1YC9S	5	0	Data/CroppedRegions/512/BrightfieldSegmented/JDN1YC9S/JDN1YC9S-5.png
JDN1YC9S	6	0	Data/CroppedRegions/512/BrightfieldSegmented/JDN1YC9S/JDN1YC9S-6.png
JDN1YC9S	7	0	Data/CroppedRegions/512/BrightfieldSegmented/JDN1YC9S/JDN1YC9S-7.png
JDN1YC9S	8	0	Data/CroppedRegions/512/BrightfieldSegmented/JDN1YC9S/JDN1YC9S-8.png
JDN1YC9S	9	0	Data/CroppedRegions/512/BrightfieldSegmented/JDN1YC9S/JDN1YC9S-9.png
JDN1YC9S	10	0	Data/CroppedRegions/512/BrightfieldSegmented/JDN1YC9S/JDN1YC9S-10.png
I6DQ5SP5	1	0	Data/CroppedRegions/512/BrightfieldSegmented/I6DQ5SP5/I6DQ5SP5-1.png
I6DQ5SP5	2	0	Data/CroppedRegions/512/BrightfieldSegmented/I6DQ5SP5/I6DQ5SP5-2.png
I6DQ5SP5	3	0	Data/CroppedRegions/512/BrightfieldSegmented/I6DQ5SP5/I6DQ5SP5-3.png
I6DQ5SP5	4	0	Data/CroppedRegions/512/BrightfieldSegmented/I6DQ5SP5/I6DQ5SP5-4.png
I6DQ5SP5	5	0	Data/CroppedRegions/512/BrightfieldSegmented/I6DQ5SP5/I6DQ5SP5-5.png
I6DQ5SP5	6	0	Data/CroppedRegions/512/BrightfieldSegmented/I6DQ5SP5/I6DQ5SP5-6.png
I6DQ5SP5	7	0	Data/CroppedRegions/512/BrightfieldSegmented/I6DQ5SP5/I6DQ5SP5-7.png
I6DQ5SP5	8	0	Data/CroppedRegions/512/BrightfieldSegmented/I6DQ5SP5/I6DQ5SP5-8.png
I6DQ5SP5	9	0	Data/CroppedRegions/512/BrightfieldSegmented/I6DQ5SP5/I6DQ5SP5-9.png
01MI2UYO	1	0	Data/CroppedRegions/512/BrightfieldSegmented/01MI2UYO/01MI2UYO-1.png
01MI2UYO	2	0	Data/CroppedRegions/512/BrightfieldSegmented/01MI2UYO/01MI2UYO-2.png
01MI2UYO	3	0	Data/CroppedRegions/512/BrightfieldSegmented/01MI2UYO/01MI2UYO-3.png
01MI2UYO	4	0	Data/CroppedRegions/512/BrightfieldSegmented/01MI2UYO/01MI2UYO-4.png
01MI2UYO	5	0	Data/CroppedRegions/512/BrightfieldSegmented/01MI2UYO/01MI2UYO-5.png
01MI2UYO	6	0	Data/CroppedRegions/512/BrightfieldSegmented/01MI2UYO/01MI2UYO-6.png
01MI2UYO	7	0	Data/CroppedRegions/512/BrightfieldSegmented/01MI2UYO/01MI2UYO-7.png
01MI2UYO	8	0	Data/CroppedRegions/512/BrightfieldSegmented/01MI2UYO/01MI2UYO-8.png
01MI2UYO	9	0	Data/CroppedRegions/512/BrightfieldSegmented/01MI2UYO/01MI2UYO-9.png
01MI2UYO	10	0	Data/CroppedRegions/512/BrightfieldSegmented/01MI2UYO/01MI2UYO-10.png
XUWMDI3K	1	0	Data/CroppedRegions/512/BrightfieldSegmented/XUWMDI3K/XUWMDI3K-1.png
XUWMDI3K	2	0	Data/CroppedRegions/512/BrightfieldSegmented/XUWMDI3K/XUWMDI3K-2.png
XUWMDI3K	3	0	Data/CroppedRegions/512/BrightfieldSegmented/XUWMDI3K/XUWMDI3K-3.png
XUWMDI3K	4	0	Data/CroppedRegions/512/BrightfieldSegmented/XUWMDI3K/XUWMDI3K-4.png
XUWMDI3K	5	0	Data/CroppedRegions/512/BrightfieldSegmented/XUWMDI3K/XUWMDI3K-5.png
XUWMDI3K	6	0	Data/CroppedRegions/512/BrightfieldSegmented/XUWMDI3K/XUWMDI3K-6.png
XUWMDI3K	7	0	Data/CroppedRegions/512/BrightfieldSegmented/XUWMDI3K/XUWMDI3K-7.png
XUWMDI3K	8	0	Data/CroppedRegions/512/BrightfieldSegmented/XUWMDI3K/XUWMDI3K-8.png
030ZEKAP	1	0	Data/CroppedRegions/512/BrightfieldSegmented/030ZEKAP/030ZEKAP-1.png
030ZEKAP	2	0	Data/CroppedRegions/512/BrightfieldSegmented/030ZEKAP/030ZEKAP-2.png
030ZEKAP	3	0	Data/CroppedRegions/512/BrightfieldSegmented/030ZEKAP/030ZEKAP-3.png
030ZEKAP	4	0	Data/CroppedRegions/512/BrightfieldSegmented/030ZEKAP/030ZEKAP-4.png
030ZEKAP	5	0	Data/CroppedRegions/512/BrightfieldSegmented/030ZEKAP/030ZEKAP-5.png
030ZEKAP	6	0	Data/CroppedRegions/512/BrightfieldSegmented/030ZEKAP/030ZEKAP-6.png
030ZEKAP	8	0	Data/CroppedRegions/512/BrightfieldSegmented/030ZEKAP/030ZEKAP-8.png
VJ5RJLYE	1	0	Data/CroppedRegions/512/BrightfieldSegmented/VJ5RJLYE/VJ5RJLYE-1.png
VJ5RJLYE	2	0	Data/CroppedRegions/512/BrightfieldSegmented/VJ5RJLYE/VJ5RJLYE-2.png
VJ5RJLYE	3	0	Data/CroppedRegions/512/BrightfieldSegmented/VJ5RJLYE/VJ5RJLYE-3.png
VJ5RJLYE	4	0	Data/CroppedRegions/512/BrightfieldSegmented/VJ5RJLYE/VJ5RJLYE-4.png
VJ5RJLYE	5	0	Data/CroppedRegions/512/BrightfieldSegmented/VJ5RJLYE/VJ5RJLYE-5.png
070W4UD2	1	0	Data/CroppedRegions/512/BrightfieldSegmented/070W4UD2/070W4UD2-1.png
070W4UD2	2	0	Data/CroppedRegions/512/BrightfieldSegmented/070W4UD2/070W4UD2-2.png
070W4UD2	3	0	Data/CroppedRegions/512/BrightfieldSegmented/070W4UD2/070W4UD2-3.png
070W4UD2	4	0	Data/CroppedRegions/512/BrightfieldSegmented/070W4UD2/070W4UD2-4.png
070W4UD2	5	0	Data/CroppedRegions/512/BrightfieldSegmented/070W4UD2/070W4UD2-5.png
070W4UD2	6	0	Data/CroppedRegions/512/BrightfieldSegmented/070W4UD2/070W4UD2-6.png
070W4UD2	7	0	Data/CroppedRegions/512/BrightfieldSegmented/070W4UD2/070W4UD2-7.png
070W4UD2	8	0	Data/CroppedRegions/512/BrightfieldSegmented/070W4UD2/070W4UD2-8.png
5L97665N	1	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-1.png
5L97665N	2	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-2.png
5L97665N	3	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-3.png
5L97665N	4	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-4.png
5L97665N	5	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-5.png
5L97665N	6	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-6.png
5L97665N	7	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-7.png
5L97665N	8	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-8.png
5L97665N	9	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-9.png
5L97665N	10	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-10.png
5L97665N	11	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-11.png
5L97665N	12	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-12.png
5L97665N	13	0	Data/CroppedRegions/512/BrightfieldSegmented/5L97665N/5L97665N-13.png
YWKXLQHY	1	0	Data/CroppedRegions/512/BrightfieldSegmented/YWKXLQHY/YWKXLQHY-1.png
YWKXLQHY	2	0	Data/CroppedRegions/512/BrightfieldSegmented/YWKXLQHY/YWKXLQHY-2.png
YWKXLQHY	3	0	Data/CroppedRegions/512/BrightfieldSegmented/YWKXLQHY/YWKXLQHY-3.png
YWKXLQHY	4	0	Data/CroppedRegions/512/BrightfieldSegmented/YWKXLQHY/YWKXLQHY-4.png
YWKXLQHY	5	0	Data/CroppedRegions/512/BrightfieldSegmented/YWKXLQHY/YWKXLQHY-5.png
YWKXLQHY	6	0	Data/CroppedRegions/512/BrightfieldSegmented/YWKXLQHY/YWKXLQHY-6.png
YWKXLQHY	7	0	Data/CroppedRegions/512/BrightfieldSegmented/YWKXLQHY/YWKXLQHY-7.png
YWKXLQHY	8	0	Data/CroppedRegions/512/BrightfieldSegmented/YWKXLQHY/YWKXLQHY-8.png
YWKXLQHY	9	0	Data/CroppedRegions/512/BrightfieldSegmented/YWKXLQHY/YWKXLQHY-9.png
YWKXLQHY	10	0	Data/CroppedRegions/512/BrightfieldSegmented/YWKXLQHY/YWKXLQHY-10.png
ZXRP40IH	1	0	Data/CroppedRegions/512/BrightfieldSegmented/ZXRP40IH/ZXRP40IH-1.png
ZXRP40IH	2	0	Data/CroppedRegions/512/BrightfieldSegmented/ZXRP40IH/ZXRP40IH-2.png
ZXRP40IH	3	0	Data/CroppedRegions/512/BrightfieldSegmented/ZXRP40IH/ZXRP40IH-3.png
ZXRP40IH	4	0	Data/CroppedRegions/512/BrightfieldSegmented/ZXRP40IH/ZXRP40IH-4.png
ZXRP40IH	5	0	Data/CroppedRegions/512/BrightfieldSegmented/ZXRP40IH/ZXRP40IH-5.png
ZXRP40IH	6	0	Data/CroppedRegions/512/BrightfieldSegmented/ZXRP40IH/ZXRP40IH-6.png
ZXRP40IH	7	0	Data/CroppedRegions/512/BrightfieldSegmented/ZXRP40IH/ZXRP40IH-7.png
ZXRP40IH	8	0	Data/CroppedRegions/512/BrightfieldSegmented/ZXRP40IH/ZXRP40IH-8.png
ZXRP40IH	9	0	Data/CroppedRegions/512/BrightfieldSegmented/ZXRP40IH/ZXRP40IH-9.png
ZXRP40IH	10	0	Data/CroppedRegions/512/BrightfieldSegmented/ZXRP40IH/ZXRP40IH-10.png
WV3FOW2F	1	0	Data/CroppedRegions/512/BrightfieldSegmented/WV3FOW2F/WV3FOW2F-1.png
WV3FOW2F	2	0	Data/CroppedRegions/512/BrightfieldSegmented/WV3FOW2F/WV3FOW2F-2.png
WV3FOW2F	3	0	Data/CroppedRegions/512/BrightfieldSegmented/WV3FOW2F/WV3FOW2F-3.png
WV3FOW2F	4	0	Data/CroppedRegions/512/BrightfieldSegmented/WV3FOW2F/WV3FOW2F-4.png
WV3FOW2F	5	0	Data/CroppedRegions/512/BrightfieldSegmented/WV3FOW2F/WV3FOW2F-5.png
WV3FOW2F	6	0	Data/CroppedRegions/512/BrightfieldSegmented/WV3FOW2F/WV3FOW2F-6.png
WV3FOW2F	7	0	Data/CroppedRegions/512/BrightfieldSegmented/WV3FOW2F/WV3FOW2F-7.png
WV3FOW2F	8	0	Data/CroppedRegions/512/BrightfieldSegmented/WV3FOW2F/WV3FOW2F-8.png
WV3FOW2F	9	0	Data/CroppedRegions/512/BrightfieldSegmented/WV3FOW2F/WV3FOW2F-9.png
WV3FOW2F	10	0	Data/CroppedRegions/512/BrightfieldSegmented/WV3FOW2F/WV3FOW2F-10.png
WV3FOW2F	11	0	Data/CroppedRegions/512/BrightfieldSegmented/WV3FOW2F/WV3FOW2F-11.png
IGZRAJ0R	1	0	Data/CroppedRegions/512/BrightfieldSegmented/IGZRAJ0R/IGZRAJ0R-1.png
IGZRAJ0R	2	0	Data/CroppedRegions/512/BrightfieldSegmented/IGZRAJ0R/IGZRAJ0R-2.png
IGZRAJ0R	3	0	Data/CroppedRegions/512/BrightfieldSegmented/IGZRAJ0R/IGZRAJ0R-3.png
IGZRAJ0R	4	0	Data/CroppedRegions/512/BrightfieldSegmented/IGZRAJ0R/IGZRAJ0R-4.png
IGZRAJ0R	5	0	Data/CroppedRegions/512/BrightfieldSegmented/IGZRAJ0R/IGZRAJ0R-5.png
IGZRAJ0R	6	0	Data/CroppedRegions/512/BrightfieldSegmented/IGZRAJ0R/IGZRAJ0R-6.png
IGZRAJ0R	7	0	Data/CroppedRegions/512/BrightfieldSegmented/IGZRAJ0R/IGZRAJ0R-7.png
IGZRAJ0R	8	0	Data/CroppedRegions/512/BrightfieldSegmented/IGZRAJ0R/IGZRAJ0R-8.png
HF1EC9UQ	1	0	Data/CroppedRegions/512/BrightfieldSegmented/HF1EC9UQ/HF1EC9UQ-1.png
HF1EC9UQ	2	0	Data/CroppedRegions/512/BrightfieldSegmented/HF1EC9UQ/HF1EC9UQ-2.png
HF1EC9UQ	3	0	Data/CroppedRegions/512/BrightfieldSegmented/HF1EC9UQ/HF1EC9UQ-3.png
HF1EC9UQ	4	0	Data/CroppedRegions/512/BrightfieldSegmented/HF1EC9UQ/HF1EC9UQ-4.png
HF1EC9UQ	5	0	Data/CroppedRegions/512/BrightfieldSegmented/HF1EC9UQ/HF1EC9UQ-5.png
NN6XDMIG	1	0	Data/CroppedRegions/512/BrightfieldSegmented/NN6XDMIG/NN6XDMIG-1.png
NN6XDMIG	2	0	Data/CroppedRegions/512/BrightfieldSegmented/NN6XDMIG/NN6XDMIG-2.png
NN6XDMIG	3	0	Data/CroppedRegions/512/BrightfieldSegmented/NN6XDMIG/NN6XDMIG-3.png
NN6XDMIG	4	0	Data/CroppedRegions/512/BrightfieldSegmented/NN6XDMIG/NN6XDMIG-4.png
NN6XDMIG	5	0	Data/CroppedRegions/512/BrightfieldSegmented/NN6XDMIG/NN6XDMIG-5.png
NN6XDMIG	6	0	Data/CroppedRegions/512/BrightfieldSegmented/NN6XDMIG/NN6XDMIG-6.png
NN6XDMIG	7	0	Data/CroppedRegions/512/BrightfieldSegmented/NN6XDMIG/NN6XDMIG-7.png
NN6XDMIG	8	0	Data/CroppedRegions/512/BrightfieldSegmented/NN6XDMIG/NN6XDMIG-8.png
NN6XDMIG	9	0	Data/CroppedRegions/512/BrightfieldSegmented/NN6XDMIG/NN6XDMIG-9.png
CKESVT8I	1	0	Data/CroppedRegions/512/BrightfieldSegmented/CKESVT8I/CKESVT8I-1.png
CKESVT8I	2	0	Data/CroppedRegions/512/BrightfieldSegmented/CKESVT8I/CKESVT8I-2.png
CKESVT8I	3	0	Data/CroppedRegions/512/BrightfieldSegmented/CKESVT8I/CKESVT8I-3.png
CKESVT8I	4	0	Data/CroppedRegions/512/BrightfieldSegmented/CKESVT8I/CKESVT8I-4.png
CKESVT8I	5	0	Data/CroppedRegions/512/BrightfieldSegmented/CKESVT8I/CKESVT8I-5.png
CKESVT8I	6	0	Data/CroppedRegions/512/BrightfieldSegmented/CKESVT8I/CKESVT8I-6.png
CKESVT8I	7	0	Data/CroppedRegions/512/BrightfieldSegmented/CKESVT8I/CKESVT8I-7.png
CKESVT8I	8	0	Data/CroppedRegions/512/BrightfieldSegmented/CKESVT8I/CKESVT8I-8.png
CKESVT8I	9	0	Data/CroppedRegions/512/BrightfieldSegmented/CKESVT8I/CKESVT8I-9.png
CKESVT8I	10	0	Data/CroppedRegions/512/BrightfieldSegmented/CKESVT8I/CKESVT8I-10.png
RVIC3IGD	1	0	Data/CroppedRegions/512/BrightfieldSegmented/RVIC3IGD/RVIC3IGD-1.png
RVIC3IGD	2	0	Data/CroppedRegions/512/BrightfieldSegmented/RVIC3IGD/RVIC3IGD-2.png
RVIC3IGD	3	0	Data/CroppedRegions/512/BrightfieldSegmented/RVIC3IGD/RVIC3IGD-3.png
RVIC3IGD	4	0	Data/CroppedRegions/512/BrightfieldSegmented/RVIC3IGD/RVIC3IGD-4.png
RVIC3IGD	5	0	Data/CroppedRegions/512/BrightfieldSegmented/RVIC3IGD/RVIC3IGD-5.png
VEII0RPQ	1	0	Data/CroppedRegions/512/BrightfieldSegmented/VEII0RPQ/VEII0RPQ-1.png
VEII0RPQ	2	0	Data/CroppedRegions/512/BrightfieldSegmented/VEII0RPQ/VEII0RPQ-2.png
VEII0RPQ	3	0	Data/CroppedRegions/512/BrightfieldSegmented/VEII0RPQ/VEII0RPQ-3.png
VEII0RPQ	4	0	Data/CroppedRegions/512/BrightfieldSegmented/VEII0RPQ/VEII0RPQ-4.png
VEII0RPQ	5	0	Data/CroppedRegions/512/BrightfieldSegmented/VEII0RPQ/VEII0RPQ-5.png
VEII0RPQ	6	0	Data/CroppedRegions/512/BrightfieldSegmented/VEII0RPQ/VEII0RPQ-6.png
VEII0RPQ	7	0	Data/CroppedRegions/512/BrightfieldSegmented/VEII0RPQ/VEII0RPQ-7.png
VEII0RPQ	8	0	Data/CroppedRegions/512/BrightfieldSegmented/VEII0RPQ/VEII0RPQ-8.png
VEII0RPQ	9	0	Data/CroppedRegions/512/BrightfieldSegmented/VEII0RPQ/VEII0RPQ-9.png
VEII0RPQ	10	0	Data/CroppedRegions/512/BrightfieldSegmented/VEII0RPQ/VEII0RPQ-10.png
V92KYG9M	1	0	Data/CroppedRegions/512/BrightfieldSegmented/V92KYG9M/V92KYG9M-1.png
Y3PBQTZO	1	0	Data/CroppedRegions/512/BrightfieldSegmented/Y3PBQTZO/Y3PBQTZO-1.png
Y3PBQTZO	2	0	Data/CroppedRegions/512/BrightfieldSegmented/Y3PBQTZO/Y3PBQTZO-2.png
Y3PBQTZO	3	0	Data/CroppedRegions/512/BrightfieldSegmented/Y3PBQTZO/Y3PBQTZO-3.png
Y3PBQTZO	4	0	Data/CroppedRegions/512/BrightfieldSegmented/Y3PBQTZO/Y3PBQTZO-4.png
Y3PBQTZO	5	0	Data/CroppedRegions/512/BrightfieldSegmented/Y3PBQTZO/Y3PBQTZO-5.png
Y3PBQTZO	6	0	Data/CroppedRegions/512/BrightfieldSegmented/Y3PBQTZO/Y3PBQTZO-6.png
Y3PBQTZO	7	0	Data/CroppedRegions/512/BrightfieldSegmented/Y3PBQTZO/Y3PBQTZO-7.png
Y3PBQTZO	8	0	Data/CroppedRegions/512/BrightfieldSegmented/Y3PBQTZO/Y3PBQTZO-8.png
Y3PBQTZO	9	0	Data/CroppedRegions/512/BrightfieldSegmented/Y3PBQTZO/Y3PBQTZO-9.png
Y3PBQTZO	10	0	Data/CroppedRegions/512/BrightfieldSegmented/Y3PBQTZO/Y3PBQTZO-10.png
CM78NI7O	1	0	Data/CroppedRegions/512/BrightfieldSegmented/CM78NI7O/CM78NI7O-1.png
CM78NI7O	2	0	Data/CroppedRegions/512/BrightfieldSegmented/CM78NI7O/CM78NI7O-2.png
CM78NI7O	3	0	Data/CroppedRegions/512/BrightfieldSegmented/CM78NI7O/CM78NI7O-3.png
CM78NI7O	4	0	Data/CroppedRegions/512/BrightfieldSegmented/CM78NI7O/CM78NI7O-4.png
CM78NI7O	5	0	Data/CroppedRegions/512/BrightfieldSegmented/CM78NI7O/CM78NI7O-5.png
CM78NI7O	6	0	Data/CroppedRegions/512/BrightfieldSegmented/CM78NI7O/CM78NI7O-6.png
CM78NI7O	7	0	Data/CroppedRegions/512/BrightfieldSegmented/CM78NI7O/CM78NI7O-7.png
CM78NI7O	8	0	Data/CroppedRegions/512/BrightfieldSegmented/CM78NI7O/CM78NI7O-8.png
T8ZSVZL6	1	0	Data/CroppedRegions/512/BrightfieldSegmented/T8ZSVZL6/T8ZSVZL6-1.png
T8ZSVZL6	2	0	Data/CroppedRegions/512/BrightfieldSegmented/T8ZSVZL6/T8ZSVZL6-2.png
T8ZSVZL6	3	0	Data/CroppedRegions/512/BrightfieldSegmented/T8ZSVZL6/T8ZSVZL6-3.png
T8ZSVZL6	4	0	Data/CroppedRegions/512/BrightfieldSegmented/T8ZSVZL6/T8ZSVZL6-4.png
T8ZSVZL6	5	0	Data/CroppedRegions/512/BrightfieldSegmented/T8ZSVZL6/T8ZSVZL6-5.png
T8ZSVZL6	6	0	Data/CroppedRegions/512/BrightfieldSegmented/T8ZSVZL6/T8ZSVZL6-6.png
T8ZSVZL6	7	0	Data/CroppedRegions/512/BrightfieldSegmented/T8ZSVZL6/T8ZSVZL6-7.png
T8ZSVZL6	8	0	Data/CroppedRegions/512/BrightfieldSegmented/T8ZSVZL6/T8ZSVZL6-8.png
IHGIUL0G	1	0	Data/CroppedRegions/512/BrightfieldSegmented/IHGIUL0G/IHGIUL0G-1.png
IHGIUL0G	2	0	Data/CroppedRegions/512/BrightfieldSegmented/IHGIUL0G/IHGIUL0G-2.png
IHGIUL0G	3	0	Data/CroppedRegions/512/BrightfieldSegmented/IHGIUL0G/IHGIUL0G-3.png
IHGIUL0G	4	0	Data/CroppedRegions/512/BrightfieldSegmented/IHGIUL0G/IHGIUL0G-4.png
IHGIUL0G	5	0	Data/CroppedRegions/512/BrightfieldSegmented/IHGIUL0G/IHGIUL0G-5.png
IHGIUL0G	6	0	Data/CroppedRegions/512/BrightfieldSegmented/IHGIUL0G/IHGIUL0G-6.png
IHGIUL0G	7	0	Data/CroppedRegions/512/BrightfieldSegmented/IHGIUL0G/IHGIUL0G-7.png
M3N226DW	1	0	Data/CroppedRegions/512/BrightfieldSegmented/M3N226DW/M3N226DW-1.png
M3N226DW	2	0	Data/CroppedRegions/512/BrightfieldSegmented/M3N226DW/M3N226DW-2.png
M3N226DW	3	0	Data/CroppedRegions/512/BrightfieldSegmented/M3N226DW/M3N226DW-3.png
M3N226DW	4	0	Data/CroppedRegions/512/BrightfieldSegmented/M3N226DW/M3N226DW-4.png
Y0CIM3F2	1	0	Data/CroppedRegions/512/BrightfieldSegmented/Y0CIM3F2/Y0CIM3F2-1.png
Y0CIM3F2	2	0	Data/CroppedRegions/512/BrightfieldSegmented/Y0CIM3F2/Y0CIM3F2-2.png
Y0CIM3F2	3	0	Data/CroppedRegions/512/BrightfieldSegmented/Y0CIM3F2/Y0CIM3F2-3.png
Y0CIM3F2	4	0	Data/CroppedRegions/512/BrightfieldSegmented/Y0CIM3F2/Y0CIM3F2-4.png
Y0CIM3F2	5	0	Data/CroppedRegions/512/BrightfieldSegmented/Y0CIM3F2/Y0CIM3F2-5.png
Y0CIM3F2	6	0	Data/CroppedRegions/512/BrightfieldSegmented/Y0CIM3F2/Y0CIM3F2-6.png
Y0CIM3F2	7	0	Data/CroppedRegions/512/BrightfieldSegmented/Y0CIM3F2/Y0CIM3F2-7.png
Y0CIM3F2	8	0	Data/CroppedRegions/512/BrightfieldSegmented/Y0CIM3F2/Y0CIM3F2-8.png
Y0CIM3F2	9	0	Data/CroppedRegions/512/BrightfieldSegmented/Y0CIM3F2/Y0CIM3F2-9.png
Q5FWLMM8	1	0	Data/CroppedRegions/512/BrightfieldSegmented/Q5FWLMM8/Q5FWLMM8-1.png
Q5FWLMM8	2	0	Data/CroppedRegions/512/BrightfieldSegmented/Q5FWLMM8/Q5FWLMM8-2.png
Q5FWLMM8	3	0	Data/CroppedRegions/512/BrightfieldSegmented/Q5FWLMM8/Q5FWLMM8-3.png
Q5FWLMM8	4	0	Data/CroppedRegions/512/BrightfieldSegmented/Q5FWLMM8/Q5FWLMM8-4.png
Z2O4LASC	1	0	Data/CroppedRegions/512/BrightfieldSegmented/Z2O4LASC/Z2O4LASC-1.png
